"id_legislatura","id_diputado","nombre","fecha","url"
10,76,"Guerra González,Alfonso","20111129","http://www.congreso.es/docbienes/leg10/000025/000025_000_e_0000180_20111129.pdf"
10,319,"Guillaumes i Ràfols,Feliu-Joan","20111207","http://www.congreso.es/docbienes/leg10/000199/000199_000_e_0000876_20111207.pdf"
10,19,"Guillén Izquierdo,Vicente","20111130","http://www.congreso.es/docbienes/leg10/000089/000089_000_e_0000435_20111130.pdf"
10,121,"Gutiérrez del Castillo,María Concepción","20111130","http://www.congreso.es/docbienes/leg10/000060/000060_000_e_0000330_20111130.pdf"
10,21,"Gutiérrez Molina,Antonio","20111128","http://www.congreso.es/docbienes/leg10/000005/000005_000_e_0000045_20111128.pdf"
10,37,"Heredia Díaz,Miguel Ángel","20111129","http://www.congreso.es/docbienes/leg10/000011/000011_000_e_0000084_20111129.pdf"
10,281,"Heredia Martín,Silvia","20120308","http://www.congreso.es/docbienes/leg10/000339/000339_000_e_0007853_20120308.pdf"
10,131,"Hernández Gutiérrez,Patricia","20111130","http://www.congreso.es/docbienes/leg10/000063/000063_000_e_0000340_20111130.pdf"
10,36,"Hernando Fraile,Rafael Antonio","20111129","http://www.congreso.es/docbienes/leg10/000029/000029_000_e_0000188_20111129.pdf"
10,220,"Hernando Vera,Antonio","20111202","http://www.congreso.es/docbienes/leg10/000155/000155_000_e_0000690_20111202.pdf"
10,141,"Hernanz Costa,Sofía","20111130","http://www.congreso.es/docbienes/leg10/000066/000066_000_e_0000348_20111130.pdf"
10,254,"Hoyo Juliá,Belén","20120111","http://www.congreso.es/docbienes/leg10/000306/000306_000_e_0001961_20120111.pdf"
10,28,"Hurtado Zurera,Antonio","20111128","http://www.congreso.es/docbienes/leg10/000008/000008_000_e_0000064_20111128.pdf"
10,384,"Ibáñez Gimeno,Manuel","20130917","http://www.congreso.es/docbienes/leg10/000385/000385_000_e_0077873_20130917.pdf"
10,261,"Iglesias Fontal,María Olga","20111205","http://www.congreso.es/docbienes/leg10/000160/000160_000_e_0000716_20111205.pdf"
10,115,"Iglesias Santiago,Leire","20111201","http://www.congreso.es/docbienes/leg10/000133/000133_000_e_0000603_20111201.pdf"
10,338,"Iñarritu García,Jon","20111212","http://www.congreso.es/docbienes/leg10/000227/000227_000_e_0000960_20111212.pdf"
